name,ops,image_url,youtube_url,Unnamed: 4,Human Needs_Observer,Human Needs_Decider,Human Needs_Preferences,Letter_Observer,Letter_Decider,Animal_Energy Animal,Animal_Info Animal,Animal_Dominant Animal,Sexual Modality_Sensory,Sexual Modality_Extraverted Decider
Elsa Avraam,FF-Fi/Ne-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/gOf_0Rj82S8ThiDjBepniw/8rgQsnt0b4FHfc9bZzWlumVGWjcwj8120OeMqEvgBV-YdaSLvAhoVV5zpiEU5NeII4I5GhdvWiX908RsjpAKFw/I2YCubtfATQvlwzJU72LvUvV4B8wp_vZwotbQdzdOo4,https://www.youtube.com//watch?v=efz7_0U-HeA,,Oe,De,DD,Fi,Ne,Play,Consume,Energy,F,F
Isabella Rossellini,FF-Fi/Ne-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/y7X4qScUu_I0-EXm39oGtA/uX4QzWJmesVC4pzsx_PSBcwXoFl5-0h7ok1TYeQZlOot4dIlOa96dFK6CSOzrQ2B-jTqpC7_FEHoQ40JwlnCFA/lMLpKEy_Mjx77BSKFcbjimq8j16Tehq41-RsGpp3Ve4,https://www.youtube.com//watch?v=4iwZJEkKVZo,,Oe,De,DD,Fi,Ne,Play,Consume,Energy,F,F
Kevin Rose,FF-Fi/Ne-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/DAM7wZQ_8-vVIItsDYFi7Q/PL0yIUK1epQUpqssTq7dbIUb0jQJDs053yL6Gn5WKfcfmQbMaXcZN4_z7b7jIPYkLgehXV5XLZ4Ye5zPabKFDQ/HTSe7jFRhiWw2lIBWywhy8HYw3A4BP9LdDEJQYrESGg,https://www.youtube.com//watch?v=scbU8UXyVZg,,Oe,De,DD,Fi,Ne,Play,Consume,Energy,F,F
Marlies B,FF-Fi/Ne-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/_UEZeqCXnPBrmkNYFyKSCw/A-RHm4XTbyS9UQiO9cP2_u4CEfDvcsOXfxRKh6YrvaPpyDfBebgGyp1fIS-VeCyXjRFw0Fv1zBypzxPelYCbGg/V6E7iq4oeCcIp8mPQtm_weN7kh4PQnDy-TolNfvM2gE,https://www.youtube.com//watch?v=f1_DY_aSH1Y,,Oe,De,DD,Fi,Ne,Play,Consume,Energy,F,F
Simon Helberg,FF-Fi/Ne-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/JhJWhyNfkNLSIAsez6BO5Q/67d2V7kKF2Q2iI6eQzggECzQitP0GsM6aFG3YyGA9tq3kX8MAd_L-Ns5V-_ZJGrUtLj86w_e-FOHhdNiLFRwzw/k1jmuCHTzXQeFD05QldptOVpmf-sqP_HfEiVaDIrhqw,https://www.youtube.com//watch?v=YRitQy-uxI8,,Oe,De,DD,Fi,Ne,Play,Consume,Energy,F,F
Stefan Pape,FF-Fi/Ne-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/G58_rer-zaKxqrGBHkuqWQ/qHGleOKVqXKWGHuGXiiU_-dTGD7qaJgfMmIxn8WwLjonVufMSUnBI3OY6IwmDlnrmPV5KW-xCOiyEc4aD75xyA/Klv4pk730Y68pF3jULWgf4zXHaGJZCGamljiZG9JPIw,https://www.youtube.com//watch?v=9cLCsgNuJr0,,Oe,De,DD,Fi,Ne,Play,Consume,Energy,F,F
Bo Burnham,MM-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/vcKy_AMlTf-oJYcT1e8jBg/qDS0h8qo40beNvXvhyXfemwX2kT_7I4QJ-89ErR7oPi15SCqPxTRtjXWROD6sePDXpMMtH-CLv06GtNcnTJKag/8tCONSm0fNyCSNL1GyJsnjZ3RHfgeq7hwVhpSizzxpI,https://www.youtube.com//watch?v=NV7IN4HzvCI,,Oe,De,DD,Fi,Ne,Play,Consume,Info,M,M
Rich Benjamin,MM-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/5SnYhuuHxYHD1SxWt9iyxQ/ZLsBHCnl9W80anXWbAqJEPLW4TfPjsmsgZZzhPFUF-03aDedB7uhehuJGhwXpTjo981OHd95gtFA8ujITEkL6w/YEx9_gfl-NAT9-DPHb9WxXvJb-uVAVmcLHiUfoisyPE,https://www.youtube.com//watch?v=XMvOySe3xnQ,,Oe,De,DD,Fi,Ne,Play,Consume,Info,M,M
Robert Patrick,MM-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/_abOX32G48D4XibmKHDTiw/DJzdCqdACAoQlumEglrLmO0s6ExG0zEI7dE-216OZr0WOtXxf4uuGzt49KojLsvJPDr17XgZXSUfRaQDFHznpw/is6y0WFQAnvTaYqVGSm28THWb80P91RhQezwALOy5po,https://www.youtube.com//watch?v=-14LqeNhp5Y,,Oe,De,DD,Fi,Ne,Play,Consume,Info,M,M
John Mayer,MF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/YHBhocizT2Aa-0fRHaD4Rw/6W0RC6o5oz_NjZrHgI_U3GuXIih0-uWwS1Cx73W4oxFUTdZwlMjXi8_94ZTFMTuBwu_PFQhQ3TqcbCSHR9h8ag/dYuxjsU7cSLhBRbGPaZCPQsAJbhU9iAsWOk_42Tr0Rg,https://www.youtube.com//watch?v=huHs1Oauh2M,,Oe,De,DD,Fi,Ne,Play,Consume,Info,M,F
Matthew Wetzel,MF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/WR1QU-0txvLGOOIinzqouw/IJ8FUAQTUgmTse24QjzGqpefpPDSNA5tKTyPufwfO0oM1CEpBniN4xW5Tw0gJIO_DvDeVgkr-pM5QHDKW-xmZw/3puTkxtmeyIVzboftUsdW862GYq3pUZKDF0Jix9c8Eo,https://www.youtube.com//watch?v=w3SYigVvfQo,,Oe,De,DD,Fi,Ne,Play,Consume,Info,M,F
Pete Holmes,MF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/XoBtvYl68mr9rpzuPfdUIg/iqhHwu8BiTRlv7iBwzKipNJkplRVi5QpLKVgpTLQsKa6kXbids0S1P715RQnHfQl0vT0G8PSQ3VVEwnf5O3xQw/cxh54T_TXw4SR7SYKwoxf-2wl9zVhO_UdvTKri_zepM,https://www.youtube.com//watch?v=zXp-oWBF5x0,,Oe,De,DD,Fi,Ne,Play,Consume,Info,M,F
Roman Atwood,MF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/n6KypzgzqvpzDmU1ruodmg/kScz8cOcKePEp0NST6Hp4l9Bgfmo3rpfWI5SloO9NwNmrS2gfFtYn8gYD29cnZatKAMnyhUn_gVCJa1MxUvclQ/avN7NE85vVfu8ME0smm3fR8_EQrqfFBPje1Xu1ErcOQ,https://www.youtube.com//watch?v=QYkriS7Ae5o,,Oe,De,DD,Fi,Ne,Play,Consume,Info,M,F
Stephen Colbert,MF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/X1bJe6cz7n3yyLbEbbzM4A/_bTleH3Exicsq4ckC45x-2pzcugSjVfB58KGYGAXrVOSvu_J8Dl0bhifnfSpO-BwcH1tkkIC93oj44WEeGAb7g/SQojcTbE424dk0P-IEa3uMlaUePHQ14P7unhiWHYwxA,https://www.youtube.com//watch?v=zWaV_PTlCxk,,Oe,De,DD,Fi,Ne,Play,Consume,Info,M,F
Cher,FM-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/bxZxRTNF_IUKGZP3s67VtQ/pn9eKgsCf2lQe_O6DMKkbZSAdkPuMwkJKMz_pkglFkNc9vv-jPz1bV5Gr0TfuU48iNv3PD_O4zXDWP0Fj7Y9vA/0xZZzLWQnfv7KwPu0JHkFOeBeAYYmzt5EBOHL6TnTFE,https://www.youtube.com//watch?v=nQ6WDXstdn4,,Oe,De,DD,Fi,Ne,Play,Consume,Info,F,M
Anna Kendrick,FF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/8BzILneK36lLhpVleS1xXg/NPShqguBNaxOPeYvjId4pzayly_4gEYJgUkqlAQIUVmFNvA9xeMZU_VAV7fcrq4G7jc49TzOejRlMlOsBnXTnA/rWqfsJOCgilyWLe7R_X9vughs-AdYVJNscwbLlp35NQ,https://www.youtube.com//watch?v=sNWqh7B1td4,,Oe,De,DD,Fi,Ne,Play,Consume,Info,F,F
Lisa Kudrow,FF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/6tWWz7zHf1nxvToE76zRjw/ADgO82cBKZ-m0Ojq53UWedyDOUqdhR1bUDLDUbHBcLeLXzqh7g64SvR3PgJzCCLfchIVWoA_1s0C47YZrtLXNQ/0nxZ7PM9c_F1b5ryj-38bcrWrFwPYCmtYrPNJJCQv-4,https://www.youtube.com//watch?v=VuKaY39WbFU,,Oe,De,DD,Fi,Ne,Play,Consume,Info,F,F
Carrie Anne Moss,FF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/GYm1p8NPIYKXgLlGp-haiA/95eJk68fJlhRF-PhMNBMHHoM693nqjgm3pG2psmccyIRa_57pxbKOyOXEb-an0P2mEM159OI10MJ0IvTW0WuVA/Y1_pLCEqcK0tjbvN4c-udW8xafO5Ken1DMZ-WuJj94U,https://www.youtube.com//watch?v=P-tVbdEBxMY,,Oe,De,DD,Fi,Ne,Play,Consume,Info,F,F
Courtney R,FF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/_3mPXNKkipBXDJxPZ6ZrDA/g2Hrzvb89LKvDcH-BEU-E7CZxmKCHZQKBJ6w6mvHcsq3em-iRos3k0SpFlW1REMbjMNksxga4vQFTWg_yR7sow/zWbpzEyX5z71O6tpJacNHXHXMnu9FowuD64dvXaGgFk,https://www.youtube.com//watch?v=Yw0sXR6K_IA,,Oe,De,DD,Fi,Ne,Play,Consume,Info,F,F
Dodie Clark,FF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/UqkCYt5wbEZ0yVu4Zh6_MA/OaISvSw9_OJ9ZjL_eeA6l3qposdBTNzcYC9rCq7UmX5axn6FqmMDs18Cs3XsB_33YoFZSIKjhZQJyjdCMfvV6A/Y8QasX_1iFMVuO2aXI3fEhXsOqeEcIjwVQ9YIJBCb8s,https://www.youtube.com//watch?v=pe5TZHkdFkI,,Oe,De,DD,Fi,Ne,Play,Consume,Info,F,F
Jenna Wattenbarger,FF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/61H-lYqF47ROIwX5YRJWkA/29-ZGGi8zUaAlqvqED5i-CNf7Weq06uxDTHw_2YXIOlGU1j6WNcVtzahfeodUYNx75zfinw2d8TTlGDe921vTw/-iUCruKzkXhw8NcbidVmjlDpZE5qONilfnLEgJk2-MI,https://www.youtube.com//watch?v=5oWQtjuuWrA,,Oe,De,DD,Fi,Ne,Play,Consume,Info,F,F
Lori Greiner,FF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/NPSJ0Zkos0U5fOAfD9CAEw/LV3vTQCxFqWjx6qLNd7hN0Z2rDSBvjv9SJTX4atc2Pe27KTgXcr3bvSRWEp5nqMF4wfvvpo1g6DZ6l_FUjX72A/JaBTAyavxCgAUyaAGokg_4CVuSlCTJxXMlwmm7fGiXo,https://www.youtube.com//watch?v=fshQJVa49VI,,Oe,De,DD,Fi,Ne,Play,Consume,Info,F,F
Mike Shinoda,FF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/RMuNnD64snrQyaf-N-DsMQ/RvPHUGJxd7vO8yZqM2OCl9GWFx2kkLRk13nYo5Id3fO6OXsnAcRpGU8TpvbEPN5pZdEmYqt-rRPQuopsA4wczQ/1bYewokKobaxrpLDGhdObf5olWOPaOvx_TBSSQJEb8w,https://www.youtube.com//watch?v=nPd2ZcSi-yc,,Oe,De,DD,Fi,Ne,Play,Consume,Info,F,F
Nolanzer,FF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/qIQ4AmE58s6BrXFINukT_A/FC7BFHG5dyHeojPLCAKSBhMao8Ud6MxfDFVq5jKCDe9-iTRIGyYxZqovzZrvwKEgGHlUQ4FcoEdnvHnG4buDVQ/-Pv36mn6mbraTugIYQ7KAFnTug0_NNtOnxkp7TtEomg,https://www.youtube.com//watch?v=GCxSWXWC04I,,Oe,De,DD,Fi,Ne,Play,Consume,Info,F,F
Richard Benjamin,FF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/F2x1mDz_nGmYafk4-riU8w/wdObihydx_lj8SMGtZrsxkLFUkB1F6H-f7QORFTtkpitscSjudNg5IVaDockGPlij5-AIj8FD0Wv-IUx0nzgeQ/d-Lfq7VrjYwuNpQP0GLk_h5Rvlt3slYwxbuL3DKGcOc,https://www.youtube.com//watch?v=L2LtKeAsw7Y,,Oe,De,DD,Fi,Ne,Play,Consume,Info,F,F
Silent Mike,FF-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/Lofwobdk8VM-rGfhfn3KaA/dkpJtiYry5OTEl_noFezy5TbK1FoIM8v-BjaxL0l8NFVg7D42a86hKPXDzXCA93unjFmxBepkBujHApgWMj0lw/XTvXzxXwU73eQ1CKSgpdqMAD5yxNE8zgFu9q2Z1dDno,https://www.youtube.com//watch?v=3BVPpVKw3jc,,Oe,De,DD,Fi,Ne,Play,Consume,Info,F,F
Kelsey MacDermaid,??-Fi/Ne-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/CITIEiEIG7iv5mKpHRGa4w/Q9r0tIWHE8E4ux1OcdCJL6BBFaH-DOl7ye9a5ml7edgISioqR9eBWpNWiWgWI_PKgCzS09-wE0TXnd74gzr1ug/OnfQxM91Se4ayhnwuSvOFYpRohv8XegaQbFsRIGRXUI,https://www.youtube.com//watch?v=9PtejpY4460,,Oe,De,DD,Fi,Ne,Play,Consume,Info,,
Kelly D,MM-Fe/Si-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/s7nBAcG5eiwplkDITXfNWg/ylUWv1kBmdBEn9oZx320sU06Eju15AT6uzojPqREB81E9nHqRJwUED4J6N2h3cpJeCWOAjw4i1TTJJbeJJXApQ/SvxL-VdiVgLrUMB2Nxu_5MM6mj2K4rvxbE6_FGl7rbU,https://www.youtube.com//watch?v=wgPKpU1BULA,,Oe,De,DD,Fe,Si,Sleep,Blast,Energy,M,M
Ruth Coker Burks,MF-Fe/Si-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/C4PuMmDdYJML1krH2aJAKQ/Y2_v_xsL73-wtlB7zKwurFGTOvycws-Pa7ogUrZ7WVLzHrgxidIkGNF3A9CKLdJSkH8nQT4EzIDMHbmvlbtRXw/RMM8uz3ds63Rk_jW3od6IaCta__rjN9CSIRsOP3HHnE,https://www.youtube.com//watch?v=f3V2kE0GAmo,,Oe,De,DD,Fe,Si,Sleep,Blast,Energy,M,F
Bronnie Ware,FF-Fe/Si-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/4AvluGNS3wCfxo3onyz_UA/dts1KrBwhsqg0kkZSEDMMPwKs3OJKYyEA5eEcOUFZNX3uJA80WHp5KUqx7b90wneg_c80q5UD3lJozX7i1_Mcw/A9M-PYxNgNpF2PYLRvLsmuiAqrZvQZd9txG0v61Kxq4,https://www.youtube.com//watch?v=lOZv5YZ0iUc,,Oe,De,DD,Fe,Si,Sleep,Blast,Energy,F,F
Janett,MF-Fe/Si-BS/C(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/ySDa_8izWAKLvEYN7r30qw/pYkgvRvHr4wQEdOsM-asjwidCFwPhbrFUiM7XKQgFkc_zNzbWzNSsKeqjInzDqCjCvz6vgXPangZzqAhpe-JOw/oKeUaUTYsO5adEdrkqjTbTxis055dYouTdx8uRGEndc,https://www.youtube.com//watch?v=_Wi2OL2HXXg,,Oe,De,DD,Fe,Si,Sleep,Blast,Info,M,F
Hulk Hogan,MM-Fe/Si-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/di9QuTEBgYJYkHPgp2BibQ/dAmLfKmYGa_AkRfGHXxebGcUZNJfJpQ6J3p_3Hq7BL0Ve_Sw_0JBMlwANOv5Fiu8fCyqOnIr-oQswPune8FjCw/8DwLctZ6MgYFJm5CGLoUUhBqUcFDIyegXOadjIDt0UI,https://www.youtube.com//watch?v=Mb6HPEOp6Vo,,Oe,De,DD,Fe,Si,Play,Blast,Energy,M,M
Kathy Bates,MM-Fe/Si-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/TMqxtcobEM9cwkVPkucMXw/1Oy34syypSMAVe57wfi6gDSZycI0f-o0X5f-xclOtH8CPJQHluDZu1NDW6M03hw-UYbtnHA7-vg4nKrzzRe_iA/Hd8UFP3RjruFo8kiizRBjd5FY4qfmG9p44otKN_HV80,https://www.youtube.com//watch?v=x-i2KPe_-aU,,Oe,De,DD,Fe,Si,Play,Blast,Energy,M,M
Isaac Brown,MF-Fe/Si-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/g5toRo8ud6fie7Okn0AH7Q/jLfyGSCmrdxs5SuWpt6VD0bdKIpDKQMnpr5zqJ49HLdXD5OJClSp8Qlhho3NjRBEDQd-S1abQdsqFvu4oiRAkw/6Mw8VaPRYDIQFUaCXeNUuGdD6-R1TWSPC_Z3LEBaEcM,https://www.youtube.com//watch?v=yCe28D6mpDE,,Oe,De,DD,Fe,Si,Play,Blast,Energy,M,F
Kristi Hust,FF-Fe/Si-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/VABI56DXGHhjF1XMalKTqw/9APJPRxldJ8vV8EDuzZZBJeFSWmOWVJhjqm9GKpHNMky1lF0ahvqr0nn1SC59DywyrVzieG1Q5GEOGwam1s59Q/e50YVhu4qVqCDg7P279ZZBl39saA71ilghgFqbf0KwU,https://www.youtube.com//watch?v=u3xzzqctudk,,Oe,De,DD,Fe,Si,Play,Blast,Energy,F,F
Paula Deen,FF-Fe/Si-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/f8BSssNHEAJ-RN4OyisQQA/a-CVIJwLfulCjffwizWPA-ZKwBzGWgYt3Y2ZTSMNZ52fhVoZabO36CzkXIk_DQQ0HGUR83yIVYmEr0L_kmEQMQ/NCYi8jWw65biUtoXLU_3-VWonDXGYGgWST0pnDSYElU,https://www.youtube.com//watch?v=EYEKPVu1Cuc,,Oe,De,DD,Fe,Si,Play,Blast,Energy,F,F
Mel Gibson,MM-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/He2tRSO6c0_3-gjUVMZWKA/f8RLBBDqHUj7R4IsI9akTJ6OLLZCeNuq4CKFYkp68Cph3AW3dhcftw-Da8N5o4vaj7rvbOj3y6M3ezWJGeBNAg/UIxTCDpIw8S1X5yERzxKGCHtmIiwzpmunXBeAuITT1s,https://www.youtube.com//watch?v=tCN2Uvyz72k,,Oe,De,DD,Fe,Si,Play,Blast,Info,M,M
Chael Sonnen,MM-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/MLsx2AayLkSkvvLTe0-0JQ/Rdj52on8yAS1VyDF1FL8tfq7aRHiJERVOFBgVn5uwafQY0Yc2CN0VQ0M-0zduGdbB-vFM8T_zBUnpiuP2oROMg/2UocqKY6weU-ccQYEn5_RN5L--mwfRGM9z9Z28CsPFc,https://www.youtube.com//watch?v=R1IxfETifPI,,Oe,De,DD,Fe,Si,Play,Blast,Info,M,M
Dr. Phil McGraw,MF-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/EdnzbmJ3r30gufXXQxqT8w/SucFNOgsPvSUZUJ1zY_2N-jNUczejTGw5CzZVIjauPmEubxE47On7VyULIvCFRWRvyOTqCYAQ-3tCi-B4fnJNA/bSkG2WGkn-oeqE2STdz9gtDCuSt_VMPbRwXWGDOY5NA,https://www.youtube.com//watch?v=QWakazDA9NM,,Oe,De,DD,Fe,Si,Play,Blast,Info,M,F
Joe De Sena,MF-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/YC2LC-rEUwr112ND63lCLg/A5Wv8Lbg_7itR8Gsm0e86IKZzcE5PWgCV_t4sInFvQP3uIjfk8NVa_WvB98OgvsDCt6PO5aQqoah7Uz49QR_UA/VT52IJX-VkiSVaOWLvkxclGUKSkqE7tkvPWZAmoGofI,https://www.youtube.com//watch?v=r4exfYiSIIc,,Oe,De,DD,Fe,Si,Play,Blast,Info,M,F
Ric Flair,MF-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/fIunE2ZMI9pwHE7u28h4nw/NzfHAkJPJSpZ5BwD4b40s2lAdUhjHlAQO0YGj6nk8q6JA9vlmsIIwcs3EjdeGXLjIm6kw-PtSg6R3zOdkhfEPQ/O2ZSGe-3KAye2S49oxP3tjyJJzvxkJZslueQFrse7BY,https://www.youtube.com//watch?v=gb8ZpkRWiO4,,Oe,De,DD,Fe,Si,Play,Blast,Info,M,F
Traci B,MF-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/3mzZFAjtXSJyUybm8UaohA/CjsOv_e7gcu3Gzrqo7Wvxmx3VaJ0bDuHd2wANnG0JrcD2sjI-dJMxPLDyz2nH_y6g72z_AFHpYtcDfxf971C3w/BARsdu7ZhCyJqteebu3VBsd52j1t7U2tkIR1XLUgih8,https://www.youtube.com//watch?v=eaPYLq1NnzM,,Oe,De,DD,Fe,Si,Play,Blast,Info,M,F
Hillary Clinton,FM-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/rKP2vZKnUQoqWLpPl8ENcg/pIkUpE80VrYJqwC5cS0H3ipthGDb4dPmEa9Lmtasl4hXD8_3e9NrrBQKiAOT5YqUf9Pz4DXlxfKbnhnsdXypow/A0DQuUdUhiLlS8RGB4hBrQGPiuwWeIy9FOTb3FpRyMk,https://www.youtube.com//watch?v=Sr727qYXMaw,,Oe,De,DD,Fe,Si,Play,Blast,Info,F,M
Dr. Mike Varshavski,FF-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/ldoXcbRmI-ioblNU3Y7LJg/Hbzg-sxevGIy_3V7XllgnV7v6NZrn997Agdq9qp6bw7TyGGaSJ9up4kPlchvM4rMPFBt2csS3xLXbVNxdLZazQ/JANbNo7WErbiLf_TFj2QcNq_LRHVR81vfWzFH_Pf3vE,https://www.youtube.com//watch?v=iq9cMaFEaZs,,Oe,De,DD,Fe,Si,Play,Blast,Info,F,F
Amanda Gauthier-Parker,FF-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/WOrG9zNmQ3v-Eurr8eGmTw/O-GqZvc_cH7LldSuljhY31s4tLARy5VzQJDSf3SGAw8mQPpLvIGigLJ2VctD_MdtJH-pgIlc3jg6YwvKoby1kA/ipYQEY5RLtVjAeTQZ1UoYSKaHFF53d0ax6iD9Fk9ZH0,https://www.youtube.com//watch?v=fCIfAFcnIrU,,Oe,De,DD,Fe,Si,Play,Blast,Info,F,F
Candace Cameron Bure,FF-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/gyzNf-mjf6dzjRpUiaMjAQ/qKtoJWaRfRY7q7yHSmGTJ5xlWZoBr8NRa7nSjCRCnN6sXR81S1kusBOmd4fOReHal9vgVMuk3UrsNf7iEgk_0w/cMpzFDdI9WMEWK8ucdGc2-l1vfKSPxExwSDOIdZK-wI,https://www.youtube.com//watch?v=8cRnkhB44Go,,Oe,De,DD,Fe,Si,Play,Blast,Info,F,F
Jessica McCabe,FF-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/ojUPGbaNaePeg3boi_92pA/HaJdibFcbauqOlo_sHyeOxxXGpxvc8Z-y-LVuU5u23LwYrPcbY8p3LyMOJWM2JFENEPMf7yr_twTcSw_FUW14w/jfiGxRMporB__xEFpqODE7P5FvT-dDSlXY3kKGp3NTQ,https://www.youtube.com//watch?v=V_YbEkP4Hpc,,Oe,De,DD,Fe,Si,Play,Blast,Info,F,F
Jessica Nichols,FF-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/iw2TouQ_ffqUjEpf988P8Q/OGalnDIIYXN-lDROfGo9sp5r1I1BRdUIHj0dhmS5Mj_B063ubzXeC1BU1OcjoSAtT-j0pQFeLGpxmXDyHPiM7g/lVmS_QbO4gNkdY9aWQ8R_w9AvKVkH-N0S-NbPe03X40,https://www.youtube.com//watch?v=OC09Jwvwy34,,Oe,De,DD,Fe,Si,Play,Blast,Info,F,F
Julia O,FF-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/NuifAZt680Zr5omqLFURoA/u_YAT7jEXS126gwrCu0td2557jODaaE-iI6PpYcMHqrkki7phebpD2lyPHdquljrE87xxk1IyyPYmyBoB85ZcA/WrcOJkqGuAnWzeWtRIHGbQG1ZbNvPM9jxGoORKYftbI,https://www.youtube.com//watch?v=b-AzikJn_uc,,Oe,De,DD,Fe,Si,Play,Blast,Info,F,F
Vanessa or Fernanda,FF-Fe/Si-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/Fy6at-GHnla9fMvfjSEWyQ/YeO5chw-FxQVSK-JMdOD5cfxaY3QoEFxDtF-cKlry4CPkXpIfU34CDdG7SmZcgxg4tL_uBqxzpouRih-ekKlwA/t_iLrdr0xACGFHo-EKvBbKSpRT4inFUXJR2dEvVGeX4,https://www.youtube.com//watch?v=D3JQJ-U12Y0,,Oe,De,DD,Fe,Si,Play,Blast,Info,F,F
Ben Jones,MF-Fe/Se-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/1B3JPOq1DI1jV8JKhqex2g/8mnXKfDiKgmkBedaEfbCTPn64mhqXb9PDCFoN9eIiT_pzJ5dtF9M_cJkFINGTvudXWQwbG1b-Qp8xrqbX_prAA/uYC887TghLvdnOwuyGdIhqaTbFv3KGj4rloOI2Z1S0g,https://www.youtube.com//watch?v=mGtvgnAbmW0,,Oe,De,DD,Fe,Se,Play,Consume,Energy,M,F
Gabrielle Olivia,MF-Fe/Se-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/kJGWORTg7DJmZKWTLIxGKg/NmB-e6PfgAkTpfuhMvvIABhXjUX0w-I6rs8eYF3y0AP9G11IckNNB0EaNiswlHPSyhyvLSkjEUWtvhS6jBUPgA/Br_XLuYqIxLpirQoCtTfX8yUL2ICFz-iGMArnepr9HA,https://www.youtube.com//watch?v=QveQ6dk0klg,,Oe,De,DD,Fe,Se,Play,Consume,Energy,M,F
George Stroumboulopoulos,MF-Fe/Se-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/Bfryx04gMlfK-kIbSfxzRg/McL9lFKDmnu7sbAmR_XQ8s0n8isMM-Fzn0HFJsMgQcE2iRhitYTAexhGn7PO4NawhY91uGgBpP5tPNMbUKLtQQ/HbbGW-iDp5WI7rEdSgBnULR2-xblM20AVfvAtoLoSgk,https://www.youtube.com//watch?v=PGovj6z0diQ,,Oe,De,DD,Fe,Se,Play,Consume,Energy,M,F
